qid,raw_pred,pred,gold,em,energy_kWh,time (s)
266,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",false,true,0,0.0011634809287648417,1.3255109786987305
267,"The following questions are asked:
How does the battery work?
How does the battery work?
How does the battery work?
How does the battery work?
How does the battery work?
How does the battery work?
How does the battery work?
How does the battery work?
How",other,true,0,0.0012701526753417993,1.3360178470611572
268,"The Commonwealth is a member of the Commonwealth and is a member of the Commonwealth.
### Question:
Is the Commonwealth a member of the Commonwealth?
### Question:
Is the Commonwealth a member of the Commonwealth?
### Question:
Is the Commonwealth a member of the Commonwealth?
### Question:
Is",other,false,0,0.0013748014099820344,1.307173728942871
269,The National Minimum Drinking Age Act is a federal law that requires states to raise their age for purchase and public possession to 21 by October 1986 or lose 10% of their federal highway funds. The National Minimum Drinking Age Act is also seen as a congressional sidestep of the tenth amendment. Although debates have not been highly publicized,false,false,1,0.0014840480509058962,1.3675107955932617
270,"The following is a question that is not answered in the context of the question.
### Question:
Is the result variable the same as dependent",false,true,0,0.0015892546315535694,1.3171186447143555
271,"The Taconic was the first to post a map of the Taconic.
### Response",other,false,0,0.0016954552779221233,1.32951021194458
272,"The bridge is closed to the public for the following reasons:
1. The bridge is closed to the public for the following reasons:
1. The bridge is closed to the public for the following reasons:
1. The bridge is closed to the public for the following reasons:
1. The bridge is closed",other,false,0,0.0018060594263390628,1.381514549255371
273,"The answer is yes.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",true,true,1,0.0019109107598389902,1.3140223026275635
274,"The Astros are a team of the American League (AL) West division, having moved to the division in 2013 after spending their first 51 seasons in the National League (NL). The Astros have played their home games at Minute Maid Park since 2000.
### Question:
The Astros are a team of the American League (",other,true,0,0.0020161438317519162,1.3145112991333008
275,"The following question is asked by the NHL Players Association:
What is the NHL Players Association's position on the NHL Players Association's position on the NHL Players Association's position on the NHL Players Association's position on the NHL Players Association's position on the NHL Players Association's position on the NHL Players Association's position on the",other,false,0,0.002122952116144463,1.337510108947754
276,"Michael is a very nice guy, and he is very nice. He is very nice, and he is very nice. He is very nice, and he is very nice. He is very nice, and he is very nice. He is very nice, and he is very nice. He is very nice, and he",other,false,0,0.0022446547990713564,1.5220293998718262
277,"The U.S. won the World Cup in the first place.
### Question:
The U.S. won the World Cup in the second place.
### Question:
The U.S. won the World Cup in the third place.
### Question:
The U.S. won the",other,false,0,0.0023498800256052683,1.3130629062652588
278,"The Pennsylvania Department of Health and Human Services (PHHHS) has been working with the Pennsylvania Department of Health and Human Services to develop a plan to provide health care for all Pennsylvania residents. The plan is designed to provide a comprehensive and comprehensive plan for all Pennsylvania residents.
### Question:
Is the Pennsylvania Department of",other,true,0,0.002456691663144977,1.3394982814788818
279,"This question is not a question of whether or not you are obsessed with someone.
### Question:
Is there a disorder for being obsessed with",false,true,0,0.002559975595125402,1.292506456375122
280,"I-70 is a toll road, and I-470 is a toll road. I-470 is a toll road. I-470 is a toll road. I-470 is a toll road. I-470 is a toll road. I-470 is a toll road. I-470 is a toll road",other,true,0,0.0026668756824422997,1.336512565612793
281,The defendant in the case is a tort and a crime. The defendant in the case is a tort and a crime. The defendant in the case is a tort and a crime. The defendant in the case is a tort and a crime. The defendant in the case is a tort and a crime. The defendant in the,other,true,0,0.0027734425563899967,1.333512306213379
282,"The series is a continuation of the series, and is a continuation of the series, and is a continuation of the series, and is a continuation of the series, and is a continuation of the series, and is a continuation of the series, and is a continuation of the series, and is a continuation of the series",other,false,0,0.0028784493265948392,1.3135466575622559
283,This study was conducted in collaboration with the American Dietetic Association. The study was conducted in collaboration with the American Dietetic Association. The study was conducted in collaboration with the American Dietetic Association. The study was conducted in collaboration with the American Dietetic Association. The study was conducted in collaboration with the American Dietetic Association,other,true,0,0.0029881612757346986,1.3725128173828125
284,"I am not sure if the answer is true or false.
### Question:
Do you have any questions about the ending of the series?
### Question:
Do you have any questions about the ending of the series?
### Question:
Do you have any questions about the ending of the series?",true,false,0,0.0030928383915780878,1.3095121383666992
285,"The ALJ-controlled trial is a legal proceeding in which a judge is a real judge.
### Question:
Is the ALJ-controlled trial a real judge
### Question:
Is the ALJ-controlled trial a real judge
### Question:
Is the ALJ-controlled trial a real judge",other,true,0,0.003196567247001983,1.2980213165283203
286,"A fair catch is a feature of American football and several other codes of football, in which a player attempting to catch a ball kicked by the opposing team -- either on a kickoff or punt -- is entitled to catch the ball without interference from any member of the kicking team. A ball caught in this manner becomes dead once caught",other,true,0,0.0033034787641528477,1.337508201599121
287,"Answer only true or false using the passage.
### Question:
Answer only true or false using the passage.
### Question:
Answer only true or false using the passage.
### Question:
Answer only true or false using the passage.
### Question:
Answer only true or false using the passage",true,true,1,0.003408416905764653,1.311509132385254
288,"The Senate Judiciary Committee has a long history of hearing testimony from the Supreme Court, and has been a vocal advocate of the rule of law. The committee has been a vocal advocate of the rule of law, and has been a vocal advocate of the rule of law. The committee has been a vocal advocate of the rule of",other,true,0,0.003514416992957955,1.3270220756530762
289,Elena is a vampire. She is a vampire. She is a vampire. She is a vampire. She is a vampire. She is a vampire. She is a vampire. She is a vampire. She is a vampire. She is a vampire. She is a vampire. She is a vampire. She is a,other,false,0,0.003626488179624882,1.4010965824127197
290,"The show was renewed for a second and final series on 1 March 2015. The second and final series is set in 1935 and began airing on 13 March 2016. Although initially planned by producers for five series, on 25 April 2016 it was announced that the show would not be renewed for a third series due to poor ratings and",false,false,1,0.003730791017954469,1.3065125942230225
291,"I am not sure if you will be able to answer the question.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",false,false,1,0.003836821340891123,1.3260221481323242
292,The World Cup final is a final between the two teams. The final is a final between the two teams. The final is a final between the two teams. The final is a final between the two teams. The final is a final between the two teams. The final is a final between the two teams. The final,other,true,0,0.003943813324112294,1.3365116119384766
293,"Auslan /ˈɒz læn/ is the sign language of the Australian Deaf community. The term Auslan is an acronym of ``Australian Sign Language'', coined by Trevor Johnston in the early 1980s, although the language itself is much older. Auslan has also been influenced by Irish Sign",other,false,0,0.004050765857939041,1.3395130634307861
294,The term ``pigeon'' is used to describe the species of the bird that is most commonly referred to as the rock dove. The term is used to describe the species of the bird that is most commonly referred to as the rock dove. The term is used to describe the species of the bird that is most commonly,other,false,0,0.004159372254272343,1.3585433959960938
295,"The film is a sequel to Hunter × Hunter: The Last Mission, which was released on",other,true,0,0.004264164327470461,1.311511754989624
296,"The show has been renewed for a second season, with Sean Bean appearing as Jacopo de' Pazzi. It is broadcast in several countries around the world, on SFR's premium SVOD service Zive in France and Sky 1 in Germany. Netflix carries the show in the US, Canada, Argentina on",other,true,0,0.004370592536158204,1.330517053604126
297,"The answer is that the number of lines of wire is the same as the number of lines of wire.
### Question:
The answer is that the number of lines of wire is the same as the number of lines of wire.
### Question:
The answer is that the number of lines of wire is the",other,true,0,0.004476431711438177,1.3230178356170654
298,"Amy's Baking Company is still open
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",other,false,0,0.0045852535489433344,1.3615143299102783
299,"The CW has been very supportive of the series and has been very supportive of the series.
### Question:
Will there be a season",other,true,0,0.004688641327675355,1.2915089130401611
300,The Berlin Blockade was a major success for the Soviet Union. The Berlin Blockade was a major success for the Soviet Union. The Berlin Blockade was a major success for the Soviet Union. The Berlin Blockade was a major success for the Soviet Union. The Berlin Blockade was a major success for the Soviet Union,other,false,0,0.004793459873868956,1.3090190887451172
301,"Answer only true or false using the passage.
### Passage:
Answer only true or false using the passage.
### Passage:
Answer only true or false using the passage.
### Passage:
Answer only true or false using the passage.
### Passage:
Answer only true or false using the passage",true,false,0,0.004901737243047009,1.3565127849578857
302,"The question is:
What is the reason why the show is so important?
Answer:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:",other,false,0,0.005006784903181471,1.3155198097229004
303,"The English-Scottish border between England and Scotland is between England and Scotland.
### Question:
Is there a border between Scotland and Scotland?
### Question:
Is there a border between Scotland and Scotland?
### Question:
Is there a border between Scotland and Scotland?
### Question:
Is",other,true,0,0.005112257482551675,1.318596601486206
304,"The language of the state is not a language of the state.
### Question:
The language of the state is not a language of the state.
### Question:
The language of the state is not a language of the state.
### Question:
The language of the state is not a language of",false,false,1,0.005220283942984943,1.3515150547027588
305,The hospital used for the first time in the show is a hospital. The hospital used for the first time in the show is a hospital. The hospital used for the first time in the show is a hospital. The hospital used for the first time in the show is a hospital. The hospital used for the first time in,other,true,0,0.005329084118141683,1.3605082035064697
306,"Yes, you can put 700c tires on a 29er
### Answer:
Yes, you can put 700c tires on a 29er
### Answer:
Yes, you can put 700c tires on a 29er
### Answer:
Yes, you can put 700c tires on a 29er",true,true,1,0.005433982476936658,1.312026023864746
307,"The following questions are asked:
What is the legal age of a minor?
What is the legal age of a minor?
What is the legal age of a minor?
What is the legal age of a minor?
What is the legal age of a minor?
What is the legal age of a",false,true,0,0.005538995240590186,1.3120415210723877
308,"The following questions are asked in the following sections:
Question:
What is ground coriander?
Question:
What is ground coriander?
Question:
What is ground coriander?
Question:
What is ground coriander?
Question:
What is ground coriander",other,false,0,0.005645659575857187,1.3355166912078857
309,"Answer only true or false using the passage.
### Passage:
The Sole Survivor receives a cash prize of $1,000,000 prior to taxes and sometimes also receives a car provided by the show's sponsor. Every player receives a prize for participating on Survivor depending on how long he or she lasts in the game",true,true,1,0.005755804711609858,1.3770322799682617
310,"The dachshunds are the same thing
### Question:
The dachshunds are the same thing
### Question:
The dachshunds are the same thing
### Question:
The dachshunds are the same thing
### Question:
The dachsh",other,true,0,0.005861579180904784,1.3242723941802979
311,Do adjectives have to come before a,other,false,0,0.005965768242723751,1.30350923538208
312,"The question is:
Is st kitts a us territory?
Answer:
Yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes,",true,false,0,0.006069831710782086,1.3010220527648926
313,"The book is a true story, and it is a true story.
### Question:
Is it true that the children of the same family are not in the same household?
### Answer:
The children of the same family are not in the same household.
### Question:
Is it true that the",true,true,1,0.006175850321845898,1.325016736984253
314,"The pitch is a natural surface, but it is not a natural surface.
### Question:
Can you play soccer on a football field
### Response",false,true,0,0.006282951815107304,1.3415122032165527
315,"The internal intercostal muscles are not only able to perform the same tasks, but also perform the same tasks.
### Question:
Do the internal intercostal muscles perform the same tasks, but also perform the same tasks.
### Question:
Do the internal intercostal muscles perform the same tasks,",false,true,0,0.00638795377254445,1.3125882148742676
316,"Answer only true or false using the passage.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",true,false,0,0.0064991530747273,1.3915128707885742
317,"Answer only true or false using the passage.
### Passage:
A straight flush is a poker hand containing five cards of sequential rank, all of the same suit, such as Q♥ J♥ 10♥ is an ace-high straight flush) or low (e.g. 5 4 3 2 A is a",true,true,1,0.006611904752559031,1.4110658168792725
318,The Originals is a series of stories about the supernatural and supernatural. The series is based on the stories of the supernatural and supernatural. The series is based on the stories of the supernatural and supernatural. The series is based on the stories of the supernatural and supernatural. The series is based on the stories of the supernatural and,other,true,0,0.00671716983107377,1.316511631011963
319,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",false,true,0,0.006821252691467083,1.30250883102417
320,"The Senate has not yet approved a filibuster of a nominee.
### Question:
The Senate has not yet approved a filibuster of a nominee.
### Question:
The Senate has not yet approved a filibuster of a nominee.
### Question:
The Senate has not yet approved a filibuster of a nominee.",false,true,0,0.00692629106242481,1.314514398574829
321,"The city of Los Angeles is a city of Los Angeles County, California. The city of Los Angeles County is a city of Los Angeles County, California. The city of Los Angeles County is a city of Los Angeles County, California. The city of Los Angeles County is a city of Los Angeles County, California. The",other,true,0,0.007030387362648209,1.3030221462249756
322,"The Song of Songs is a book of the Old Testament, written by the Hebrews, and written by the Hebrews.
### Question:
Is Song of Songs a book of the Old Testament?
### Answer:
The Song of Songs is a book of the Old Testament, written by the Hebrews,",other,true,0,0.007137224388092264,1.3365185260772705
323,The original version of the ride was a bit more complicated than the original version. The original version was a bit more complicated than the original version. The original version was a bit more complicated than the original version. The original version was a bit more complicated than the original version. The original version was a bit more complicated than,other,true,0,0.007243634526063909,1.3315110206604004
324,"The Ethiopian calendar has 12 months
### Response",other,true,0,0.007350735131449329,1.3390274047851562
325,"The Wizarding World of Harry Potter is a themed area spanning two theme parks--Islands of Adventure and Universal Studios Florida--at the Universal Orlando Resort in Orlando, Florida. The area is themed to the Harry Potter media franchise, adapting elements from the film series and novels by J.K. Rowling. The Wizarding",false,true,0,0.007456575543687556,1.3245058059692383
326,The first episode of the sopranos is the first episode of the sopranos. The second episode of the sopranos is the first episode of the sopranos. The third episode of the sopranos is the first episode of the sopranos. The fourth episode of,false,false,1,0.00756251951134053,1.326507568359375
327,"The yard is the same as a meter
### Question:
The yard is the same as a meter
### Question:
The yard is the same as a meter
### Question:
The yard is the same as a meter
### Question:
The yard is the same as a meter
### Question:",other,false,0,0.007667842046021682,1.3160231113433838
328,The solar year is the time of the Sun to orbit once around the center of the Milky Way Galaxy. The solar year is the time of the Sun to orbit once around the center of the Milky Way Galaxy. The solar year is the time of the Sun to orbit once around the center of the Milky Way Galaxy. The,other,true,0,0.007773493060745091,1.320514440536499
329,"Brie is a soft cow's-milk cheese named after Brie, the French region from which it originated (roughly corresponding to the modern département of Seine-et-Marne). It is pale in color with a slight grayish tinge under a rind of white mould. The r",other,true,0,0.007879583252430702,1.32850980758667
330,"The wheel and axle are two simple machines identified by Renaissance scientists drawing from Greek texts on technology. The wheel and axle consists of a wheel attached to a smaller axle so that these two parts rotate together in which a force is transferred from one to the other. A hinge or bearing supports the axle, allowing rotation. It can",false,true,0,0.007986012782574223,1.3320226669311523
331,"Jack Reacher: Never Go Back is a 2016 American action thriller film, directed by Edward Zwick and written by Zwick, Richard Wenk and Marshall Herskovitz, and based on the novel Never Go Back by Lee Child. A sequel to the 2012 film Jack Reacher, the film stars Tom Cruise, Cob",false,true,0,0.008093689128510793,1.3480420112609863
332,"The .22 Winchester Magnum Rimfire, also called .22 WMR, is a rimfire cartridge. Originally loaded with a bullet weight of 40 grains (2.6 g) delivering velocities in the 2,000 feet per second (610 m/s) range from a rifle barrel, .22 WMR",other,true,0,0.008201993055018723,1.354032039642334
333,"No, this is not a sequel to the 2010 film Clash of the Titans. This is a sequel to the 2010 film Clash of the Titans. This is a sequel to the 2010 film Clash of the Titans. This is a sequel to the 2010 film Clash of the Titans. This is a sequel to the 2010 film Clash",false,true,0,0.00830995644721737,1.3500170707702637
334,"The following questions are asked:
What is the zombie apocalypse?
What is the zombie apocalypse?
What is the zombie apocalypse?
What is the zombie apocalypse?
What is the zombie apocalypse?
What is the zombie apocalypse?
What is the zombie apocalypse?
What is the zombie apocalypse?
What",other,false,0,0.008419506741257615,1.370516300201416
335,"The answer to this question is:
The answer to this question is:
The answer to this question is:
The answer to this question is:
The answer to this question is:
The answer to this question is:
The answer to this question is:
The answer to this question is:",other,false,0,0.008528543548673596,1.3645050525665283
336,"The Governor of Western Australia has issued a statement on the date of the Queen's Birthday, stating that the Queen's Birthday is a public holiday in victoria.
### Question:
Is the Queen's Birthday a public holiday in victoria?
### Question:
Is the Queen's Birthday a public holiday in vict",false,true,0,0.008635387131154778,1.3360238075256348
337,"The Walking Dead is a horror series based on the comic book series of the same name by Robert Kirkman, Tony Moore, and Charlie Adlard.
### Question:
Are you a fan of the series?
### Question:
Are you a fan of the series?
### Question:
Are you",other,true,0,0.008740111225313837,1.3105096817016602
338,"Can i get into canada with a military ID
### Question:
Can i get into canada with a military ID
### Question:
Can i get into canada with a military ID
### Question:
Can i get into canada with a military ID
### Question:
Can i get into",other,true,0,0.008846687285344788,1.333508014678955
339,"The London congestion charge is a fee charged on all motor vehicles operating within the Congestion Charge Zone (CCZ) in Central London between 07:00 and 18:00 Mondays to Fridays. It is not charged on weekends, public holidays or between Christmas Day and New Year's Day (inclusive). The charge was",false,false,1,0.008952888877987281,1.3289532661437988
340,"The Phantom is a child
### Question:
What is the Phantom's name?
### Question:
What is the Phantom's name?
### Question:
What is the Phantom's name?
### Question:
What is the Phantom's name?
### Question:
What is the Phantom's name",other,true,0,0.00906546059363866,1.4085114002227783
341,"The answer is that the speed of sound is constant for all materials.
### Question:
The answer is that the speed of sound constant for all materials is constant for all materials.
### Question:
The answer is that the speed of sound constant for all materials is constant for all materials.
### Question:",other,false,0,0.00917386109864673,1.3540194034576416
342,"The president is the only member of the executive branch
###
Question:
Is the president the only member of the executive branch
###
Question:
Is the president the only member of the executive branch
###
Question:
Is the president the only member of the executive branch
###
Question:",other,true,0,0.009282041882310408,1.3535137176513672
343,"The answer is yes.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",true,true,1,0.009392793587960562,1.3855161666870117
344,"The question is:
What is the word “?”?
Answer:
The word “ is a word that is used to describe a person”.
### Question:
What is the word “?”?
Answer:
The word “ is a word that is",other,true,0,0.009496881101261559,1.3029348850250244
345,The aircraft were used during World War II,other,true,0,0.009599693753761972,1.2860636711120605
346,The Women's College World Series is the final portion of the NCAA Division I Softball Championship for college softball in the United States. The tournament format consists of two four-team double-elimination brackets. The winners of each bracket then compete in a best-of-three series to determine the Division I WC,other,true,0,0.00970738263126221,1.3490538597106934
347,"The skunk is a member of the U.K.
### Question:
Can you own a skunk in the U.K.
### Question:
Can you own a skunk in the U.K.
### Question:
Can you own a skunk in the U.K.",other,true,0,0.00981004438675832,1.2840216159820557
348,"A cold-stimulus headache, also known as brain freeze, ice-cream headache, trigeminal headache or its given scientific name sphenopalatine ganglion (meaning ``pain of the sphenopalatine ganglion''), is a form of brief pain or headache commonly associated with consumption (",false,true,0,0.009918367697445129,1.3533501625061035
349,"Elizabeth's father, William, was a wealthy merchant and merchant. He was a wealthy merchant and merchant. He was a wealthy merchant and merchant. He was a wealthy merchant. He was a wealthy merchant. He was a wealthy merchant. He was a wealthy merchant. He was a wealthy merchant. He was a wealthy merchant",other,true,0,0.010024346777227045,1.3272373676300049
350,"The movie was written by Robert Westbrook.
### Question:
Was",other,false,0,0.010126905522790197,1.282515048980713
351,"Answer only true or false using the passage.
### Question:
Answer only true or false using the passage.
### Question:
Answer only true or false using the passage.
### Question:
Answer only true or false using the passage.
### Question:
Answer only true or false using the passage",true,false,0,0.010230905512523786,1.3010241985321045
352,"The King of Siam was a great and influential figure in the Thai society. He was a great figure in the Thai society, and was a great figure in the Thai society. He was a great figure in the Thai society, and was a great figure in the Thai society. He was a great figure in the Thai",other,true,0,0.010336838290622333,1.3245093822479248
353,"The following is a list of questions that have been asked by the cast of mama mia.
1. Is the film a sequel to the original film?
2. Is it a sequel to the original film?
3. Is it a sequel to the original film?
4. Is it a sequel",other,true,0,0.01044772920799295,1.3855104446411133
354,"Father's Day is a celebration honoring fathers and celebrating fatherhood, paternal bonds, and the influence of fathers in society. In Catholic Europe, it has been celebrated on March 19 (St. Joseph's Day) since the Middle Ages. This celebration was brought by the Spanish and Portuguese to Latin America, where March 19 is",false,false,1,0.010552969350615999,1.3175315856933594
355,"No, I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don",false,false,1,0.010666932762289584,1.426513671875
356,"The survey is conducted by the Census Bureau.
### Question:
Are you required to complete the survey
### Question:
Are you required to complete the survey
### Question:
Are you required to complete the survey
### Question:
Are you required to complete the survey
### Question:
Are you",other,true,0,0.010771317756475858,1.3031456470489502
357,"The Ivy League is a college athletic conference comprising sports teams from eight private universities in the Northeastern United States. The conference name is also commonly used to refer to those eight schools as a group beyond the sports context. The eight members are Brown University, Columbia University, Cornell University, Dartmouth College, Harvard University, and Yale",false,false,1,0.010876586890543468,1.3181068897247314
358,"Answer only true or false using the passage.
### Question:
Answer only true or false using the passage.
### Question:
Answer only true or false using the passage.
### Question:
Answer only true or false using the passage.
### Question:
Answer only true or false using the passage",true,true,1,0.010984100797087221,1.3457114696502686
359,"The following question is asked:
Is the son of beast still at kings island
### Answer:
The following question is asked:
Is the son of beast still at kings island
### Answer:
The following question is asked:
Is the son of beast still at kings island
### Answer:
The",other,false,0,0.011091056007102574,1.339019775390625
360,The MLB has been working with the MLB to address the issue of tobacco. The MLB has been working with the MLB to address the issue of tobacco. The MLB has been working with the MLB to address the issue of tobacco. The MLB has been working with the MLB to address the issue of tobacco. The MLB has been,other,true,0,0.011206005760481126,1.4370474815368652
361,"I am not sure if you are aware of the fact that the band has been working on this album for a while now, but I am sure you will.
### Question:
I am not sure if you are aware of the fact that the band has been working on this album for a while now, but I",false,true,0,0.011313664810044343,1.346029281616211
362,The Mint has been working with the Mint to develop a new coin that is more durable and more durable than the original. The Mint has been working with the Mint to develop a new coin that is more durable and more durable than the original. The Mint has been working with the Mint to develop a new coin that is more,other,true,0,0.01142088976668593,1.3390247821807861
363,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",false,false,1,0.011526198203337622,1.318511724472046
364,The post credit scene is a scene in which the player is in a position to,other,true,0,0.011629355404919552,1.2875075340270996
365,"The ventral body cavity is a human body cavity that is in the anterior (front) aspect of the human body. It is made up of the thoracic cavity, and the abdominopelvic cavity. The abdominopelvic cavity is further divided into the abdominal cavity and pelvic cavity, but there",false,false,1,0.011735080436826294,1.325016736984253
366,"The Devil May Cry 5 is a game that is based on the original Devil May Cry game.
### Question:
Is Devil May Cry 5 a game that is based on the original Devil May Cry game?
### Question:
Is Devil May Cry 5 a game that is based on the original Devil May Cry game",other,true,0,0.011839658869236113,1.3055071830749512
367,"The color purple is a true story
### Question:
The color purple is a true story
### Question:
The color purple is a true story
### Question:
The color purple is a true story
### Question:
The color purple is a true story
### Question:
The color purple is",true,false,0,0.011943018144096897,1.2945137023925781
368,"The answer is yes.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",true,true,1,0.012051298184896036,1.3550219535827637
369,"The Las Vegas Monorail Company has been working with the Las Vegas Monorail Company to develop a new terminal for the airport.
### Question:
What is the proposed terminal for the Las Vegas Monorail Company?
The Las Vegas Monorail Company is a private company that operates the Las Vegas Mon",false,false,1,0.012156597013303233,1.314507246017456
370,"The National Car Rental is a rental car agency based in Clayton, Missouri, United States. National is owned by Enterprise Holdings, along with other agencies including Enterprise Rent-A-Car, and Alamo Rent a Car.
### Question:
Is it a rental car?
Answer:
No.
###",false,false,1,0.01226130963342205,1.3090391159057617
371,"The Egyptian Eyalet was established in the Ottoman Empire with their 1517 victory over the Mamluk Sultanate. The interruption of the Napoleon's French campaign in Egypt and Syria (1798--1801) allowed Muhammad Ali's seizure of power from Ottoman Hurshid Pasha, and the founding of the Muhammad",other,true,0,0.012367072647762144,1.325019121170044
372,"This is a list of films rated NC-17, but not the first one.
### Question:
This is a list of films rated NC-17, but not the first one.
### Question:
This is a list of films rated NC-17, but not the first one.
### Question",false,true,0,0.012471284149045334,1.3045096397399902
373,The San Pedro City Council has approved the proposal to include the San Pedro City Council as part of the Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila Metro Manila,other,false,0,0.01257625206982052,1.3120455741882324
374,"The Boston Terrier is a breed of dog originating in the United States of America. This ``American Gentleman'' was accepted in 1893 by the American Kennel Club as a non-sporting breed. Color and markings are important when distinguishing this breed to the AKC standard. They should be either black, brindle or",false,true,0,0.012681821257215979,1.3212077617645264
375,"The English throne was not a legitimate claim to the English throne.
### Question:
The English throne was not a legitimate claim to the English throne.
### Question:
The English throne was not a legitimate claim to the English throne.
### Question:
The English throne was not a legitimate claim to the",false,true,0,0.012790609006512457,1.3620235919952393
376,"The cerebellum is a complex, complex, and complex structure. The cerebellum is a complex, complex, and complex structure. The cerebellum is a complex, complex, and complex structure. The cerebellum is a complex, complex, and complex structure. The cerebellum is a complex,",other,true,0,0.012897195680112184,1.3300936222076416
377,"The Titanic was a British passenger liner that sank in the North Atlantic Ocean in the early hours of 15 April 1912, after colliding with an iceberg during its maiden voyage from Southampton to New York City. There were an estimated 2,224 passengers and crew aboard, and more than 1,500 died, making it one of",false,true,0,0.01300394585193314,1.3370249271392822
378,"The hospital is a teaching affiliate of both the University of Massachusetts Medical School and Tufts University School of Medicine. It also conducts teaching programs in collaboration with the Harvard T.H. Chan School of Public Health and the Harvard School of Medicine.
### Question:
Is the hospital a teaching affiliate of both the University of",other,true,0,0.013107056720185925,1.29190993309021
379,The Rocky Mountain National Park Service is working to address the problem of the Rocky Mountain National Park Service's lack of adequate funding for the Rocky Mountain National Park Service. The agency is working to address the problem of the Rocky Mountain National Park Service's lack of adequate funding for the Rocky Mountain National Park Service. The agency is working,other,true,0,0.013211730241460754,1.3065097332000732
380,"I am a fan of the film, and I am very excited to see it. I am very excited to see it. I am very excited to see it. I am very excited to see it. I am very excited to see it. I am very excited to see it. I am very excited to see it",other,true,0,0.013317923666557157,1.3315129280090332
381,"This article is a response to a question about a school shooting in a public school.
### Response",other,true,0,0.013424843986127137,1.3380212783813477
382,"The right atrium is the right atrium. The right atrium is the left atrium. The right atrium is the right atrium. The right atrium is the right atrium. The right atrium is the right atrium. The right atrium is the right atrium.
### Question:",other,true,0,0.013533109087021274,1.3541133403778076
383,"The host of the World Cup is not eligible for the World Cup.
### Question:
Do you qualify for the World Cup if you host",false,true,0,0.013638403272145093,1.318052053451538
384,"The state constitution does not prohibit the carrying of a concealed weapon in public. The state constitution does not prohibit the carrying of a concealed weapon in public. The state constitution does not prohibit the carrying of a concealed weapon in public. The state constitution does not prohibit the carrying of a concealed weapon in public.
### Question:",false,true,0,0.00011023540777187222,1.3805062770843506
385,"The red light district in Brussels is north of the Gare du Nord. In Rue d'Aerschot, Rue de Brabant and the surrounding side-streets there are sex shops and many windows where prostitutes sit. Most of the prostitutes near the Gare du Nord, including Rue d'Aers",false,true,0,0.0002145339690281464,1.3140206336975098
386,"The answer is yes.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",true,true,1,0.00031855917277746817,1.300511121749878
387,"The first African American school in Massachusetts was Lowell High School in Massachusetts, which was founded in 1843. The first African American school in Massachusetts was Lowell High School in Massachusetts, which was founded in 1843. The first African American school in Massachusetts was Lowell High School in Massachusetts, which was founded in 1843. The",other,false,0,0.00042330335613107416,1.3115127086639404
388,The fluid ounce is,other,true,0,0.000526993744647637,1.2965092658996582
389,"The season 4 episode of Crazy Ex-Girlfriend was renewed on April 2, 2018, by The CW, with a 2018 release date (needs source). The season comprises 18 episodes and stars Rachel Bloom as Rebecca Bunch, a distraught young woman, dealing with the consequences of pleading guilty to attempted murder at the end of",other,true,0,0.0006325668324664124,1.3206512928009033
390,"The series is a series of stories about the lives of the people who live in the city of London.
### Question:
Will there be a series of stories about the people who live in the city of London?
### Question:
Will there be a series of stories about the people who live in the city",other,true,0,0.000736688239207756,1.3005104064941406
391,"The second season of the American television series Star Trek: Discovery is set roughly a decade before the events of the original Star Trek series and follows the crew of the USS Discovery. The season will be produced by CBS Television Studios in association with Secret Hideout, Roddenberry Entertainment, and Living Dead Guy Productions, with",other,true,0,0.0008421842292738543,1.3205106258392334
