qid,pred,gold,em,f1,energy_kWh,emissions (kg),time (s)
1707,Rob is a very good actor. He is a very good actor. He is a very good actor. He is a very good actor. He is a very good actor. He is a very good actor. He is a very good actor. He is a very good actor. He is a very good actor. He,"Guadalupe ""Lupe"" Ontiveros",0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1708,The film was nominated for the Best Picture in the United States for Best Picture in the United States for Best Picture in the United States for Best Picture in the United States for Best Picture in the United States for Best Picture in the United States for Best Picture in the United States for Best Picture in the United States for Best Picture,"Two of his novels, ""The Prince of Tides"" and ""The Great Santini"", were made into Oscar-nominated films.",0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1709,"Dark Dungeons is a short story about a group of young men who are forced to fight for their lives.
### Question:
Dark Dungeons is a short story about a group of young men who are forced to fight for their lives.
### Question:
Dark Dungeons is a short story about a group of young men",Chick tracts,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1710,"Young Dolph was featured on the hit single by which American hip hop recording artist?
### Response",O.T. Genasis,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1711,The first year of the series was the first year of the series. The first year of the series was the first year of the series. The first year of the series was the first year of the series. The first year of the series was the first year of the series. The first year of the series was the,2010 to 2012,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1712,"Jennifer Gordon is a professor of sociology at the University of Massachusetts, and a member of the Harvard Women's College. She is a member of the Harvard Women's College. She is a member of the Harvard Women's College. She is a member of the Harvard Women's College. She is a member of the Harvard Women",Radcliffe College,0,0.04444444444444444,0.0003498996861133,0.0001027377523353,1.2854271999676712
1713,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question",Sam Bettley,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1714,"U.S. Representative Mike Conaway is investigating interference in what US elections with the help of American attorney, politician and former prosecutor Trey Gowdy and Tom Rooney?
### Question:
U.S. Representative Mike Conaway is investigating interference in what US elections with the help of American attorney, politician and former prosecutor",2016 United States elections,0,0.04,0.0003498996861133,0.0001027377523353,1.2854271999676712
1715,"The Arena Essex Raceway is a new development in the area of the city.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",chalk quarry,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1716,Luke Rockhold defeated the UFC fighter who was the,Anderson Silva,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1717,"Southpark is a busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy, busy,",the fourth Thursday,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1718,"The manga series was originally published in 1994-1995 with a superheroine.
###
Question:
What was the first comic book series that was released in 1994?
###
Question:
What was the first comic book series that was released in 1994?
###
Question:
What was the first comic",Tonde Burin,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1719,"Yes, I am.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",yes,0,0.5,0.0003498996861133,0.0001027377523353,1.2854271999676712
1720,"The actress was cast as a character in Hairspray, a film about a young woman who is forced to marry a man who is a serial killer.
### Question:
What was the name of the actress who was cast alongside Harvey Fierstein, Linda Hart, Dick Latessa, Clarke Thorell",Marie,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1721,"The Haunted Mansion was a movie based on a book, The Haunted Mansion orThe Greatest Game Ever Played? 
### Question:
What was the movie about? 
### Answer:
The Haunted Mansion was a movie based on a book, The Haunted Mansion orThe Greatest Game Ever Played? 
### Answer",The Greatest Game Ever Played,0,0.20512820512820512,0.0003498996861133,0.0001027377523353,1.2854271999676712
1722,Shepard Settlement is just south of what major New,Syracuse,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1723,"Richard Harding Davis and Harry Stephen Keeler wrote a book about the American Revolution.
### Question:
What was",fiction,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1724,"The song is a play on the words of a song released in what year? 
### Response",1983,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1725,"Kasimir Bileski is a Canadian citizen who has been in the United States for over 20 years. He is a member of the Canadian National Security Council and is a member of the Canadian National Security Council.
### Question:
Kasimir Bileski is a Canadian citizen who has been in the United",North Dakota and Minnesota,0,0.04347826086956521,0.0003498996861133,0.0001027377523353,1.2854271999676712
1726,"Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer",Captain while retaining the substantive rank of Commodore,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1727,The first track is a song about a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a,neo-völkisch,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1728,I am a meteorologist. I am a meteorologist. I am a meteorologist. I am a meteorologist. I am a meteorologist. I am a meteorologist. I am a meteorologist. I am a meteorologist. I am a meteorologist. I am a meteorologist. I am a meteor,Kait Parker,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1729,"I am not sure if I will be able to answer this question.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",My Favorite Martian,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1730,"The first book was published in the United States in 1848.
###
The second book was published in the United States in 1848.
###
The third book was published in the United States in 1848.
###
The fourth book was published in the United States in 1848.
###","December 24, 1973",0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1731,"The station is located in the Missouri River.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",southwestern,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1732,The film was released in the United States in the United Kingdom in the United Kingdom in the United States in the United Kingdom in the United Kingdom in the United Kingdom in the United Kingdom in the United Kingdom in the United Kingdom in the United Kingdom in the United Kingdom in the United Kingdom in the United Kingdom in the United Kingdom,Volcanic Sprint,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1733,"The following question is asked in the following order:
What is the origin of the word ""Audioslave?""
What is the origin of the word ""Audioslave?""
What is the origin of the word ""Audioslave?""
What is the origin of the word ""Audiosl",Audioslave,0,0.0625,0.0003498996861133,0.0001027377523353,1.2854271999676712
1734,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question","22,500 acres",0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1735,"Douglas D. Scott is a professor of archaeology at the University of California, Berkeley. He is the author of the book ""The History of the American Archaeological Museum.""
###
###
###
###
###
###
###
###
###
###
###
###
###
###",1876,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1736,"The General Survey Act was passed shortly after the Supreme Court decision that discussed what concept?
### Response",interstate commerce,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1737,"The following services were provided by Rock Nominees Ltd.
The following services were provided by Rock Nominees Ltd.
The following services were provided by Rock Nominees Ltd.
The following services were provided by Rock Nominees Ltd.
The following services were provided by Rock Nominees Ltd.","cleaning, catering and security",0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1738,"I am not sure what the answer is.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Wolfgang Becker,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1739,I am not sure if Chad Bradford played Chad Bradford in a movie adaptation of a Michael Lewis book. I am not sure if Chad Bradford played Chad Bradford in a movie adaptation of a Michael Lewis book. I am not sure if Chad Bradford played Chad Bradford in a movie adaptation of a Michael Lewis book. I am not sure,Casey Bond,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1740,"The answer is that the plant is native to Asia, and that the plant is native to Asia.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Manglietia,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1741,"The answer is yes.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",the green fairy,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1742,"The Communications Museum is located in the northernmost part of the state of New Mexico.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###","Macau, China",0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1743,"Yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes,",yes,0,0.06060606060606061,0.0003498996861133,0.0001027377523353,1.2854271999676712
1744,"The film was released in the United States on the same day that the film was released.
### Question:
What was the film's title?
### Answer:
The film was released in the United States on the same day that the film was released.
### Question:
What was the film's title",Home on the Range,0,0.05,0.0003498996861133,0.0001027377523353,1.2854271999676712
1745,"Yes, I am.
### Question:",no,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1746,"The answer is yes.
###
Question:
The answer is yes.
###
Question:
The answer is yes.
###
Question:
The answer is yes.
###
Question:
The answer is yes.
###
Question:
The answer is yes.
###
Question","In Crash, there is no betting, as in Brag",0,0.06060606060606061,0.0003498996861133,0.0001027377523353,1.2854271999676712
1747,I was very surprised to learn that the film was not made for the first time. I was surprised to learn that the film was not made for the first time. I was surprised to learn that the film was not made for the first time. I was surprised to learn that the film was not made for the first time,What Ever Happened to Baby Jane?,0,0.03389830508474576,0.0003498996861133,0.0001027377523353,1.2854271999676712
1748,Johnny Lujack was born in the early 1900s. He was born in the early 1900s. He was born in the early 1900s. He was born in the early 1900s. He was born in the early 1900s. He was born in the early 1900s. He was born in the early 1900s,Jim Kelly,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1749,"Jamell Anderson is a former NBA player and basketball coach at the University of California, Berkeley. He is a member of the Board of Governors of the University of California, Berkeley. He is a member of the Board of Governors of the University of California, Berkeley. He is a member of the Board of Governors of",Ellesmere Port,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1750,"I was a fan of the movie, and I was very excited to see it. I was very excited to see it. I was very excited to see it. I was very excited to see it. I was very excited to see it. I was very excited to see it. I was very excited to see it",Monsters vs. Aliens,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1751,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question",University of California,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1752,"The film was a very successful documentary, and it was a very successful documentary. It was a very successful documentary. It was a very successful documentary. It was a very successful documentary. It was a very successful documentary. It was a very successful documentary. It was a very successful documentary. It was a very successful documentary",Grizzly Man,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1753,"The arena was a venue for the British Games,",North Greenwich Arena,0,0.2222222222222222,0.0003498996861133,0.0001027377523353,1.2854271999676712
1754,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question",no,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1755,The answer is not a question of whether the medal is a medal. The answer is that the medal is a medal. The answer is that the medal is a medal. The answer is that the medal is a medal. The answer is that the medal is a medal. The answer is that the medal is a medal.,Amélie Simone Mauresmo,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1756,The Porsche,924,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1757,"The film was directed by David A. Goyer, who directed the film.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Alfred Hitchcock,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1758,"Question:
Question:
Question:
Question:
Question:
Question:
Question:
Question:
Question:
Question:
Question:
Question:
Question:
Question:
Question:
Question:
Question:
Question:
Question:
Question:
Question:
Question","""That Bizarre Girl""",0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1759,The Innocents is a,1898,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1760,Simon Neil is a former student of the University of North Carolina at Chapel Hill. He is a former student of the University of North Carolina at Chapel Hill. He is a former student of the University of North Carolina at Chapel Hill. He is a former student of the University of North Carolina at Chapel Hill. He is a,Michael John McKean,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1761,Justin Bieber was a very successful artist and singer. He was a very successful artist and singer. He was a very successful artist and singer. He was a very successful artist and singer. He was a very successful artist and singer. He was a very successful artist and singer. He was a very successful artist and singer.,"August 17, 2017",0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1762,"The Earl of Merioneth is a member of the Earl of Merioneth.
### Answer:
The Earl of Merioneth is a member of the Earl of Merioneth.
### Answer:
The Earl of Merioneth is a member of the Earl of Merioneth.
### Answer",10 June 1921,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1763,The Detroit Pistons player was inducted into the Hall of Fame in 1989.,Georgetown University,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1764,"The answer is yes.
### Question:
What is the best year of our lives?
### Question:
What is the best year of our lives?
### Question:
What is the best year of our lives?
### Question:
What is the best year of our lives?
### Question",Carver Dana Andrews,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1765,"The Red Queen's Race is a science fiction short story that uses the Red Queen's race from a novel by Lewis Carroll that is the sequel to what?
### Question:
The Red Queen's Race is a science fiction short story that uses the Red Queen's race from a novel by Lewis Carroll that is the sequel",Alice's Adventures in Wonderland,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1766,I am a physician. I am a physician. I am a physician. I am a physician. I am a physician. I am a physician. I am a physician. I am a physician. I am a physician. I am a physician. I am a physician. I am a physician. I am a physician,bioelectromagnetics,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1767,I am a member of the community of the Monte Verita community. I am a member of the community of the Monte Verita community. I am a member of the community of the Monte Verita community. I am a member of the community of the Monte Verita community. I am a member of the community of,joined the utopian Ascona community,0,0.04347826086956521,0.0003498996861133,0.0001027377523353,1.2854271999676712
1768,"The Swedish rifle cartridge was created by the Swedish was also shared by which other nation?
### Response",Norway,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1769,"The author of the ""Adventures of Huckleberry Finn"" is a former editor of the New York Times. He is the author of the ""Adventures of Huckleberry Finn"" series, ""The Adventures of Huckleberry Finn"" and ""The Adventures of Huckleberry Finn"" series.
### Question",Santa Fe,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1770,"I am not sure what the answer is.
I am not sure what the answer is.
I am not sure what the answer is.
I am not sure what the answer is.
I am not sure what the answer is.
I am not sure what the answer is.
I am not sure",Daniil Shafran,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1771,"Yes, we are.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",no,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1772,I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young,Raymond Wilson,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1773,I was born in the United States in 1864. I was born in the United States in 1864. I was born in the United States in 1864. I was born in the United States in 1864. I was born in the United States in 1864. I was born in the United States in 18,"April 8, 1943",0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1774,"I am not sure if the painting is a painting of a man or woman, but I am sure it is a painting of a man or woman.
### Question:
I am not sure if the painting is a painting of a man or woman.
### Question:
I am not sure if the painting is",Gracie Mansion,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1775,The city is a very important part of Romania. It is a very important part of Romania. It is a very important part of Romania. It is a very important part of Romania. It is a very important part of Romania. It is a very important part of Romania. It is a very important part of Romania.,Dâmbovița River,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1776,Matthew Butturini was born in a,848,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1777,"The French word for ""french"" is ""french"" and ""french"" is ""french"" and ""french"" is ""french"" and ""french"" is ""french"" and ""french"" is ""french"" and ""french"" is ""french"" and",The Tremblement de Terre,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1778,I am a very good writer. I have a lot of experience in the field of science fiction. I have a lot of experience in the field of science fiction. I have a lot of experience in the field of science fiction. I have a lot of experience in the field of science fiction. I have a lot of,American,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1779,"The actor who plays the grown version of Emma Swan's son, from ""Once Upon a Time"", also plays what character in the",Gareth,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1780,I was a rock band in the early '90s. I was a rock band in the early '90s. I was a rock band in the early '90s. I was a rock band in the early '90s. I was a rock band in the early '90s. I was a rock,1960s and early 1970s,0,0.04761904761904762,0.0003498996861133,0.0001027377523353,1.2854271999676712
1781,"The Beatles released Dark Horse in the summer of 1977.
### Question:
What was the album's title?
### Answer:
The Beatles released Dark Horse in the summer of 1977.
### Question:
What was the album's title?
### Answer:
The Beatles released Dark Horse in the summer",American tour,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1782,"The Captain of Her Heart is a song that is a classic of the song.
### Question:
The Captain of Her Heart is a song that is a classic of the song.
### Question:
The Captain of Her Heart is a song that is a classic of the song.
### Question:
The",1986,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1783,,Olympic distance runner,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1784,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question",Europe,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1785,"Yes, I did.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Hail! Hail! Rock 'n' Roll,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1786,"The city of Chandgi Ram is a city of ?
###
Question:
The city of Chandgi Ram is a city of ?
###
Question:
The city of Chandgi Ram is a city of ?
###
Question:
The city of Chandgi Ram is a city",Bangkok,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1787,"Gary L. Bennett is a member of the Space Mission Directorate, the Space Mission Directorate, the Space Mission Directorate, the Space Mission Directorate, the Space Mission Directorate, the Space Mission Directorate, the Space Mission Directorate, the Space Mission Directorate, the Space Mission Directorate, the Space Mission Directorate, the Space Mission Directorate, the",Sun,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1788,I was a minor league player in the 1980s and 1990s. I played for the Chicago Cubs and the Chicago Cubs. I played for the Chicago Cubs and the Chicago Cubs. I played for the Chicago Cubs. I played for the Chicago Cubs. I played for the Chicago Cubs. I played for the Chicago Cubs.,first baseman,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1789,"The Fort Worth Zoo is a nonprofit organization that promotes the conservation of wildlife and the environment.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###","Birmingham, Alabama",0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1790,"The American Folklore Association (AFMA) has been a leading source of information about American folklore.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Dewey Lake Monster,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1791,"The answer is that the animals are not the same animals.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",dogs,0,0.0,0.0003498996861133,0.0001027377523353,1.2854271999676712
1792,I am a professional in the field of Indian medicine. I am a professional in the field of Indian medicine. I am a professional in the field of Indian medicine. I am a professional in the field of Indian medicine. I am a professional in the field of Indian medicine. I am a professional in the field of Indian,director,0,0.0,0.0003481976594494578,8.277419679100534e-07,1.2791749000316486
1793,Robbie Tucker is a former bartender at the Irish Bar. He is a former bartender at the Irish Bar. He is a former bartender at the Irish Bar. He is a former bartender at the Irish Bar. He is a former bartender at the Irish Bar. He is a former bartender at the Irish Bar. He is,It's Always Sunny in Philadelphia,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1794,"Yes, we are located north of the Kancamagus Highway.
### Question:
Are the Sleepers located north of",south,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1795,"The album was released on September 11, 2012.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###","April 19, 1994, by Columbia Records",0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1796,"The party is not a party of the Left.
### Question:
What party was Joh","Liberal ""Venstre"" party",0,0.14285714285714288,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1797,The film was a film that was made by the,Symphony in Black,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1798,"Charlie Chaplin was a great actor, and he was a great actor. He was a great actor. He was a great actor. He was a great actor. He was a great actor. He was a great actor. He was a great actor. He was a great actor. He was a great actor. He","Charles Spencer ""Charlie"" Chaplin",0,0.0851063829787234,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1799,"The film was shot in the United States.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",South America,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1800,"Yes, Jeff Martin and Kyle Patrick both in The Click Five.
### Question:
What is the difference between the two?
Yes, Jeff Martin and Kyle Patrick both in The Click Five.
### Question:
What is the difference between the two?
Yes, Jeff Martin and Kyle Patrick both in The",no,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1801,The following,Third Army,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1802,"Paul Keenan is a professor of English at the University of Sussex. He is the author of the book The Great English War, The Great English War, and the Great English War.
### Question:
Paul Keenan is a professor of English at the University of Sussex. He is the author of the book The",Leofric,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1803,"The 2010 census population of the county is estimated to be approximately 1,000 people.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###","47,818",0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1804,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question",Ali Qushji,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1805,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question",Marvel,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1806,"The Hamburg Mountains are a
### region of the world that is
### located in the
### region of the world that is
### located in the
### region of the world that is
### located in the
### region of the world that is
### located in the
### region of the world that",The Appalachian Mountains,0,0.05405405405405405,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1807,"Anthony Corallo was a member of the Lucchese mob, and was a member of the Lucchese mob, and was a member of the Lucchese mob, and was a member of the Lucchese mob, and was a member of the Lucchese mob, and was",Tony Ducks,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1808,"The Brainerd Lakes Regional Airport is located in the United States.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",no,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1809,I am a former student of the University of Michigan. I am a member of the Michigan Department of Public Health. I am a member of the Michigan Department of Public Health. I am a member of the Michigan Department of Public Health. I am a member of the Michigan Department of Public Health. I am a member of,Gold & Silver Pawn Shop in Las Vegas,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1810,"The Great Action was a very successful event.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Große Aktion,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1811,"The film was released in the United States on September 11, 2001.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Jawbreaker,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1812,The actress who played,Critics' Choice Television Award for Best Supporting Actress in a Comedy Series,0,0.14285714285714288,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1813,"The game is a game that is based on the classic game of the same name.
###
Question:
What is the game about?
MadMaze is a game about the same name.
###
Question:
What is the game about?
MadMaze is a game about the same name",role-playing game,0,0.05555555555555555,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1814,"The Argentine singer and actor, who both directed and starred in El T",1942,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1815,"Howard Devoto is a member of the band
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",in Bolton,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1816,"The current home arena is located in the south end of the city.
### Question:
What is the current home arena",PPG Paints Arena,0,0.10526315789473684,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1817,The play was played by a man named John G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G. G,"American actor, film director and political activist",0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1818,I am a Christian. I am a Christian. I am a Christian. I am a Christian. I am a Christian. I am a Christian. I am a Christian. I am a Christian. I am a Christian. I am a Christian. I am a Christian. I am a Christian. I am a Christian,Katy Perry,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1819,I am a writer and I am a writer. I am a writer. I am a writer. I am a writer. I am a writer. I am a writer. I am a writer. I am a writer. I am a writer. I am a writer. I am a writer. I am a writer,Bernard Malamud,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1820,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question",Albany High School,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1821,"The Glen River is a large, long, narrow, and narrow, and it is a very large, narrow, and narrow, and it is a very large, narrow, and it is a very large, narrow, and it is a very large, narrow, and it is a very large, narrow, and it",850 m,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1822,The vizier of Ebla was a man of great wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and wealth and,Ibrium,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
1823,,Crown Holdings Incorporated,0,0.0,0.0003481976594494,8.277419679100534e-07,1.2791749000316486
